Node_name	k	Bias	EF	UF	CF	EUF	ECF	UCF	EUCF	NCF	RoF	PMID	BF_as_integer	Chain	Chain_1	Chain_U
BORA	3	3	True	True	True	True	True	True	True	True	True	26616283	50	True	False	True
CDK1CCNBComplex	4	7	True	True	True	True	True	True	True	True	True	26616283	45296	False	True	True
EC	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
Bb	2	1	True	True	True	True	True	True	True	True	True	22253585	2	True	True	True
TrII	2	1	True	True	True	True	True	True	True	True	True	22253585	1	True	False	True
DCII	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
T0	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
PIC	4	7	True	True	True	True	True	True	True	True	True	22253585	10922	False	True	True
IL10I	4	13	True	True	True	True	True	True	True	True	True	22253585	14335	False	False	False
AP	6	5	True	True	True	True	True	True	True	True	True	22253585	4294971665	False	False	False
DP	2	1	True	True	True	True	True	True	True	True	True	22253585	1	True	False	True
IgG	2	3	True	True	True	True	True	True	True	True	True	22253585	7	False	True	True
C	4	7	True	True	False	True	True	True	True	False	True	22253585	2619	False	False	False
Th1I	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
MPI	3	3	True	True	True	True	True	True	True	True	True	22253585	7	False	False	False
AgAb	3	3	True	True	True	True	True	True	True	True	True	22253585	7	False	False	False
IgA	3	3	True	True	True	True	True	True	True	True	True	22253585	7	False	False	False
IFNgI	5	13	True	True	True	True	True	True	True	True	True	22253585	1882255600	False	True	True
Oag	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
IL4I	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
IL4II	5	5	True	True	True	True	True	True	True	True	True	22253585	1342205952	False	False	False
Th2I	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
TTSSI	3	1	True	True	True	True	True	True	True	True	True	22253585	8	False	True	True
TrI	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
NE	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
BC	2	3	True	True	True	True	True	True	True	True	True	22253585	7	False	True	True
DCI	3	3	True	True	True	True	True	True	True	True	True	22253585	7	False	False	False
Th2II	3	1	True	True	True	True	True	True	True	True	True	22253585	4	True	False	True
IL12II	3	1	True	True	True	True	True	True	True	True	True	22253585	4	True	False	True
PH	2	1	True	True	True	True	True	True	True	True	True	22253585	1	True	False	True
Th1II	3	1	True	True	True	True	True	True	True	True	True	22253585	1	True	False	True
TTSSII	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
IFNgII	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
IL12I	3	1	True	True	True	True	True	True	True	True	True	22253585	4	True	False	True
IL10II	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
NE	5	5	True	True	True	True	True	True	True	True	True	22253585	12599488	False	False	False
IFNgI	2	3	True	True	True	True	True	True	True	True	True	22253585	7	False	True	True
IL4I	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
IL10I	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
PIC	3	1	True	True	True	True	True	True	True	True	True	22253585	8	False	True	True
AD	4	9	True	True	False	True	True	True	True	False	True	22253585	13050	False	False	False
DCI	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
Th1I	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
EL	2	1	True	True	True	True	True	True	True	True	True	22253585	4	True	True	True
EL2	3	3	True	True	True	True	True	True	True	True	True	22253585	21	False	False	False
DCII	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
IL4II	5	21	True	True	True	True	True	True	True	True	True	22253585	1358917887	False	False	False
TEL	2	3	True	True	True	True	True	True	True	True	True	22253585	7	False	True	True
BC	2	3	True	True	True	True	True	True	True	True	True	22253585	7	False	True	True
T0	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
IgA	2	1	True	True	True	True	True	True	True	True	True	22253585	1	True	False	True
IL13	4	13	True	True	True	True	True	True	True	True	True	22253585	24447	False	False	False
Th2I	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
EC	2	3	True	True	True	True	True	True	True	True	True	22253585	7	False	True	True
IL5	2	3	True	True	True	True	True	True	True	True	True	22253585	7	False	True	True
IgE	3	3	True	True	True	True	True	True	True	True	True	22253585	7	False	False	False
Th2II	3	1	True	True	True	True	True	True	True	True	True	22253585	4	True	False	True
IL12II	3	1	True	True	True	True	True	True	True	True	True	22253585	4	True	False	True
Th1II	3	1	True	True	True	True	True	True	True	True	True	22253585	1	True	False	True
IgG	1	1	True	True	True	True	True	True	True	True	True	22253585	1	True	True	True
Drk	2	1	True	True	True	True	True	True	True	True	True	23868318	1	True	False	True
Stumps	2	3	True	True	True	True	True	True	True	True	True	23868318	7	False	True	True
Htl	2	3	True	True	True	True	True	True	True	True	True	23868318	7	False	True	True
Btl	1	1	True	True	True	True	True	True	True	True	True	23868318	1	True	True	True
Aop	1	1	True	True	True	True	True	True	True	True	True	23868318	2	True	True	True
Rl	2	1	True	True	True	True	True	True	True	True	True	23868318	1	True	False	True
Gap	1	1	True	True	True	True	True	True	True	True	True	23868318	1	True	True	True
PLCg	1	1	True	True	True	True	True	True	True	True	True	23868318	1	True	True	True
Pnt	1	1	True	True	True	True	True	True	True	True	True	23868318	1	True	True	True
Raf	4	1	True	True	True	True	True	True	True	True	True	23868318	1	True	False	True
Ras	3	4	False	True	True	False	False	True	False	False	False	23868318	51	False	False	False
Dsor1	1	1	True	True	True	True	True	True	True	True	True	23868318	1	True	True	True
Sos	1	1	True	True	True	True	True	True	True	True	True	23868318	1	True	True	True
Targets	2	1	True	True	True	True	True	True	True	True	True	23868318	4	True	True	True
Gal11p	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
MLS1	2	3	True	True	True	True	True	True	True	True	True	19144179	7	False	True	True
Cat8p	2	1	True	True	True	True	True	True	True	True	True	19144179	1	True	False	True
Sip4p	2	1	True	True	True	True	True	True	True	True	True	19144179	1	True	False	True
MalRp	2	1	True	True	True	True	True	True	True	True	True	19144179	1	True	False	True
MALR	1	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
maltose_int	2	1	True	True	True	True	True	True	True	True	True	19144179	1	True	False	True
GAL7	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
GAL4	1	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
Mig3p	2	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
MIG3	1	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
Snf1p	3	1	True	True	True	True	True	True	True	True	True	19144179	16	True	False	True
HXT3	2	3	True	True	True	True	True	True	True	True	True	19144179	14	True	False	True
Rgt1p	3	3	True	True	True	True	True	True	True	True	True	19144179	19	False	False	False
Mth1p	5	13	True	True	True	True	True	True	True	True	True	19144179	65274	False	False	False
MIG2	1	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
SIP4	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
Gal3p	2	1	True	True	True	True	True	True	True	True	True	19144179	1	True	False	True
GAL3	1	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
galactose_int	2	1	True	True	True	True	True	True	True	True	True	19144179	1	True	False	True
Rgt2p	2	1	True	True	True	True	True	True	True	True	True	19144179	1	True	False	True
Mig1p	2	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
PCK1	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
SFC1	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
GAL10	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
FBP1	2	3	True	True	True	True	True	True	True	True	True	19144179	7	False	True	True
IDP2	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
MTH1	2	3	True	True	True	True	True	True	True	True	True	19144179	14	True	False	True
Mig2p	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
Snf3p	2	1	True	True	True	True	True	True	True	True	True	19144179	1	True	False	True
MDH2	2	3	True	True	True	True	True	True	True	True	True	19144179	7	False	True	True
Gal2p	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
MEL1	2	3	True	True	True	True	True	True	True	True	True	19144179	11	True	True	True
Gal4p	2	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
CAT8	1	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
HXT4	3	3	True	True	True	True	True	True	True	True	True	19144179	224	False	False	False
HXT2	2	1	True	True	True	True	True	True	True	True	True	19144179	8	False	True	True
Std1p	5	13	True	True	True	True	True	True	True	True	True	19144179	858927906	False	False	False
Yck1p	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
SCF_grr1	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
GAL5	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
HXT1	3	5	True	True	True	True	True	True	True	True	True	19144179	236	False	False	False
MalTp	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
Gal1p	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
GAL1	2	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
Gal80p	3	1	True	True	True	True	True	True	True	True	True	19144179	64	False	True	True
Glc7Reg1	3	1	True	True	True	True	True	True	True	True	True	19144179	1	True	False	True
HXT8	1	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
MALS	2	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
JEN1	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
SUC2	2	1	True	True	True	True	True	True	True	True	True	19144179	8	False	True	True
ICL1	2	3	True	True	True	True	True	True	True	True	True	19144179	7	False	True	True
4ORFs	1	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
HXT5	1	1	True	True	True	True	True	True	True	True	True	19144179	2	True	True	True
ACS1	1	1	True	True	True	True	True	True	True	True	True	19144179	1	True	True	True
Pnt	1	1	True	True	True	True	True	True	True	True	True	23868318	1	True	True	True
Rl	2	1	True	True	True	True	True	True	True	True	True	23868318	1	True	False	True
Dsor1	1	1	True	True	True	True	True	True	True	True	True	23868318	1	True	True	True
Targets	2	1	True	True	True	True	True	True	True	True	True	23868318	4	True	True	True
Aop	1	1	True	True	True	True	True	True	True	True	True	23868318	2	True	True	True
Raf	4	1	True	True	True	True	True	True	True	True	True	23868318	1	True	False	True
Ras	2	1	True	True	True	True	True	True	True	True	True	23868318	2	True	True	True
Sos	1	1	True	True	True	True	True	True	True	True	True	23868318	1	True	True	True
Drk	1	1	True	True	True	True	True	True	True	True	True	23868318	1	True	True	True
Pvr	3	7	True	True	True	True	True	True	True	True	True	23868318	127	False	True	True
p53	4	7	True	True	True	True	True	True	True	True	True	29206223	10922	False	True	True
ATM	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
MDM2	2	1	True	True	True	True	True	True	True	True	True	29206223	4	True	True	True
CHK1	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
CHK2	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
NFkB	2	1	True	True	True	True	True	True	True	True	True	29206223	4	True	True	True
IKK	3	7	True	True	True	True	True	True	True	True	True	29206223	127	False	True	True
IkB	4	9	True	True	False	True	True	True	True	False	True	29206223	21756	False	False	False
Akt	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
NIK	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
NEMO	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
p21	2	3	True	True	True	True	True	True	True	True	True	29206223	7	False	True	True
HIF1	2	1	True	True	True	True	True	True	True	True	True	29206223	2	True	True	True
PI3K	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
CEBPbeta	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
Elk1	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
AP1	2	1	True	True	True	True	True	True	True	True	True	29206223	1	True	False	True
cJun	5	15	True	True	True	True	True	True	True	True	True	29206223	8323327	False	False	False
cFos	5	31	True	True	True	True	True	True	True	True	True	29206223	2147483647	False	True	True
IL6R	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
IL6	3	7	True	True	True	True	True	True	True	True	True	29206223	127	False	True	True
CDK4	2	1	True	True	True	True	True	True	True	True	True	29206223	8	False	True	True
p16INK4	2	3	True	True	True	True	True	True	True	True	True	29206223	7	False	True	True
CDK2	2	1	True	True	True	True	True	True	True	True	True	29206223	2	True	True	True
E2F	3	3	True	True	True	True	True	True	True	True	True	29206223	42	False	True	True
MKP1	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
MEK1_2	2	1	True	True	True	True	True	True	True	True	True	29206223	1	True	False	True
GP130	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
ERK1_2	2	1	True	True	True	True	True	True	True	True	True	29206223	1	True	False	True
p38	2	1	True	True	True	True	True	True	True	True	True	29206223	2	True	True	True
MKK	2	3	True	True	True	True	True	True	True	True	True	29206223	7	False	True	True
IRAK	3	7	True	True	True	True	True	True	True	True	True	29206223	127	False	True	True
MyD88	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
IL1R	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
pRB	2	3	True	True	True	True	True	True	True	True	True	29206223	7	False	True	True
MEKK	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
TAK1	2	3	True	True	True	True	True	True	True	True	True	29206223	7	False	True	True
TAB	2	3	True	True	True	True	True	True	True	True	True	29206223	7	False	True	True
TRAF6	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
STAT3	4	13	True	True	True	True	True	True	True	True	True	29206223	30591	False	False	False
JAK	2	1	True	True	True	True	True	True	True	True	True	29206223	2	True	True	True
mTOR	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
IL1	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
RB	3	1	True	True	True	True	True	True	True	True	True	29206223	128	False	True	True
ATR	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
Oncogene	2	3	True	True	True	True	True	True	True	True	True	29206223	7	False	True	True
IL8	3	7	True	True	True	True	True	True	True	True	True	29206223	127	False	True	True
JNK	2	1	True	True	True	True	True	True	True	True	True	29206223	2	True	True	True
SOCS3	1	1	True	True	True	True	True	True	True	True	True	29206223	1	True	True	True
ERBB2	6	7	True	True	True	True	True	True	True	True	True	24970389	2306018933758533632	False	True	True
BAX	2	3	True	True	True	True	True	True	True	True	True	24970389	7	False	True	True
ERK1_2	4	15	True	True	True	True	True	True	True	True	True	24970389	32767	False	True	True
ERBB1	4	3	True	True	True	True	True	True	True	True	True	24970389	16576	False	True	True
CyclinB1	3	3	True	True	True	True	True	True	True	True	True	24970389	76	False	True	True
cRAF	6	15	True	True	True	True	True	True	True	True	True	24970389	4665941148055945408	False	True	True
TSC2	5	3	True	True	True	True	True	True	True	True	True	24970389	1086324736	False	True	True
GSKa_b	2	3	True	True	True	True	True	True	True	True	True	24970389	7	False	True	True
AKT	7	31	True	True	True	True	True	True	True	True	True	24970389	102084710012899009042358307410226970624	False	True	True
p53	4	15	True	True	True	True	True	True	True	True	True	24970389	32767	False	True	True
PTEN	3	3	True	True	True	True	True	True	True	True	True	24970389	112	False	True	True
RB	5	3	True	True	True	True	True	True	True	True	True	24970389	547356672	False	True	True
ERBB3	5	3	True	True	True	True	True	True	True	True	True	24970389	1086324736	False	True	True
cJUN	2	1	True	True	True	True	True	True	True	True	True	24970389	2	True	True	True
p70S6K	5	7	True	True	True	True	True	True	True	True	True	24970389	143165576	False	True	True
PRAS	3	3	True	True	True	True	True	True	True	True	True	24970389	112	False	True	True
CyclinD1	6	31	True	True	True	True	True	True	True	True	True	24970389	5534023222112865484	False	True	True
FoxO1_3a	2	1	True	True	True	True	True	True	True	True	True	24970389	4	True	True	True
Nfkb	3	7	True	True	True	True	True	True	True	True	True	24970389	127	False	True	True
RPS6	2	3	True	True	True	True	True	True	True	True	True	24970389	7	False	True	True
p38	2	3	True	True	True	True	True	True	True	True	True	24970389	7	False	True	True
CK	3	5	True	True	True	True	True	True	True	True	True	28426669	174	True	False	True
ARR1	2	1	True	True	True	True	True	True	True	True	True	28426669	4	True	True	True
SHY2	2	1	True	True	True	True	True	True	True	True	True	28426669	2	True	True	True
AUXIAA	1	1	True	True	True	True	True	True	True	True	True	28426669	2	True	True	True
ARF	1	1	True	True	True	True	True	True	True	True	True	28426669	2	True	True	True
ARF10	3	3	True	True	True	True	True	True	True	True	True	28426669	168	False	False	False
ARF5	4	3	True	True	True	True	True	True	True	True	True	28426669	34944	False	False	False
AUX	2	3	True	True	True	True	True	True	True	True	True	28426669	7	False	True	True
SCR	3	1	True	True	True	True	True	True	True	True	True	28426669	1	True	False	True
SHR	3	5	True	True	True	True	True	True	True	True	True	28426669	31	False	False	False
MIR166	4	9	True	True	True	True	True	True	True	True	True	28426669	52430	True	False	True
PHB	1	1	True	True	True	True	True	True	True	True	True	28426669	2	True	True	True
JKD	3	1	True	True	True	True	True	True	True	True	True	28426669	16	True	False	True
MGP	3	1	True	True	True	True	True	True	True	True	True	28426669	16	True	False	True
WOX5	3	1	True	True	True	True	True	True	True	True	True	28426669	32	False	True	True
CLE40	1	1	True	True	True	True	True	True	True	True	True	28426669	2	True	True	True
Dkk1	3	5	True	True	True	True	True	True	True	True	True	23056457	93	False	True	True
Mesp1	2	1	True	True	True	True	True	True	True	True	True	23056457	2	True	True	True
canWnt	1	1	True	True	True	True	True	True	True	True	True	23056457	1	True	True	True
exogen_BMP2_II	1	1	True	True	True	True	True	True	True	True	True	23056457	1	True	True	True
Bmp2	2	1	True	True	True	True	True	True	True	True	True	23056457	4	True	True	True
Foxc1_2	2	1	True	True	True	True	True	True	True	True	True	23056457	1	True	False	True
exogen_canWnt_II	1	1	True	True	True	True	True	True	True	True	True	23056457	1	True	True	True
Isl1	5	29	True	True	True	True	True	True	True	True	True	23056457	2139062271	False	False	False
Fgf8	3	3	True	True	True	True	True	True	True	True	True	23056457	76	False	True	True
Tbx1	1	1	True	True	True	True	True	True	True	True	True	23056457	1	True	True	True
Nkx2_5	7	113	True	True	True	True	True	True	True	False	True	23056457	158798448673953643329008280872824078335	False	False	False
Tbx5	6	13	True	True	True	True	True	True	True	True	True	23056457	5533873685095514112	False	True	True
GATAs	3	7	True	True	True	True	True	True	True	True	True	23056457	127	False	True	True
exogen_CanWnt_I	1	1	True	True	True	True	True	True	True	True	True	23056457	1	True	True	True
ErbB2_3	2	1	True	True	True	True	True	True	True	True	True	19118495	1	True	False	True
ErbB2	1	1	True	True	True	True	True	True	True	True	True	19118495	1	True	True	True
ErbB3	1	1	True	True	True	True	True	True	True	True	True	19118495	1	True	True	True
CDK6	1	1	True	True	True	True	True	True	True	True	True	19118495	1	True	True	True
CycD1	4	3	True	True	True	True	True	True	True	True	True	19118495	259	False	False	False
Akt1	5	31	True	True	True	True	True	True	True	True	True	19118495	2147483647	False	True	True
ErbB1_2	2	1	True	True	True	True	True	True	True	True	True	19118495	1	True	False	True
ErbB1_3	2	1	True	True	True	True	True	True	True	True	True	19118495	1	True	False	True
IGF1R	3	3	True	True	True	True	True	True	True	True	True	19118495	42	False	True	True
ErbB1	1	1	True	True	True	True	True	True	True	True	True	19118495	1	True	True	True
ERa	2	3	True	True	True	True	True	True	True	True	True	19118495	7	False	True	True
MEK1	5	31	True	True	True	True	True	True	True	True	True	19118495	2147483647	False	True	True
CDK2	3	1	True	True	True	True	True	True	True	True	True	19118495	8	False	True	True
CycE1	1	1	True	True	True	True	True	True	True	True	True	19118495	1	True	True	True
p21	4	1	True	True	True	True	True	True	True	True	True	19118495	16384	False	True	True
p27	5	1	True	True	True	True	True	True	True	True	True	19118495	1073741824	False	True	True
cMYC	3	7	True	True	True	True	True	True	True	True	True	19118495	127	False	True	True
pRB	3	2	False	True	True	False	False	True	False	False	False	19118495	17	False	False	False
CDK4	3	1	True	True	True	True	True	True	True	True	True	19118495	8	False	True	True
APC/C	5	13	True	True	True	True	True	True	True	True	True	26340681	1057013504	False	True	True
MYB77	4	5	True	True	True	True	True	True	True	True	True	26340681	2574	True	False	True
E2Fe	6	53	True	True	True	True	True	True	True	True	True	26340681	18389322886389432315	False	False	False
E2Fa	4	9	True	True	False	True	True	True	True	False	True	26340681	48048	False	False	False
RBR	5	15	True	True	False	True	True	True	True	False	True	26340681	867894027	False	False	False
MYB3R1/4	4	9	True	True	True	True	True	True	True	True	True	26340681	21877	False	False	False
CYCD3;1	1	1	True	True	True	True	True	True	True	True	True	26340681	2	True	True	True
KRP1	5	21	True	True	False	True	True	True	True	False	True	26340681	1061109546	False	False	False
E2Fc	6	35	True	True	False	True	True	True	True	False	True	26340681	1085314523353549519	False	False	False
E2Fb	2	1	True	True	True	True	True	True	True	True	True	26340681	2	True	True	True
CDKB1;1	7	101	True	True	True	True	True	True	True	True	True	26340681	84069761279059502970641273758683184959	False	False	False
SCF	6	21	True	True	True	True	True	True	True	True	True	26340681	3727630269709025280	False	False	False
CYCB1;1	8	101	True	True	True	True	True	True	True	True	True	26340681	28607457354516630701703606552751400985576695523429513333045241432489070690304	False	False	False
CYCA2;3	3	3	True	True	True	True	True	True	True	True	True	26340681	112	False	True	True
SMBF	4	7	True	True	True	True	True	True	True	True	True	19185585	32512	False	True	True
Cln3	1	1	True	True	True	True	True	True	True	True	True	19185585	2	True	True	True
Clb2	6	15	True	True	True	True	True	True	True	False	True	19185585	1157442700462583808	False	False	False
Cln2	1	1	True	True	True	True	True	True	True	True	True	19185585	1	True	True	True
Yhp1	1	1	True	True	True	True	True	True	True	True	True	19185585	1	True	True	True
Cdh1	4	9	True	True	True	True	True	True	True	True	True	19185585	33023	False	True	True
Cdc14	2	1	True	True	True	True	True	True	True	True	True	19185585	1	True	False	True
Clb5	3	2	False	True	True	False	False	True	False	False	False	19185585	80	False	False	False
CD	4	1	True	True	True	True	True	True	True	True	True	19185585	256	True	False	True
M	4	5	True	True	True	True	True	True	True	True	True	19185585	14080	False	False	False
FEAR	1	1	True	True	True	True	True	True	True	True	True	19185585	1	True	True	True
Cdc20	3	1	True	True	True	True	True	True	True	True	True	19185585	1	True	False	True
CKI	6	20	True	True	False	True	True	True	True	False	False	19185585	4611897126091609429	False	False	False
Swi5	3	3	True	True	True	True	True	True	True	True	True	19185585	69	True	False	True
B	4	7	True	True	True	True	True	True	True	True	True	19185585	28912	False	True	True
SFF	6	25	True	True	False	True	True	True	True	False	True	19185585	1229782942020137233	False	False	False
S	4	7	True	True	True	True	True	True	True	True	True	19185585	32512	False	True	True
MEN	2	1	True	True	True	True	True	True	True	True	True	19185585	1	True	False	True
CXCR4_H	4	1	True	True	True	True	True	True	True	True	True	27594840	128	False	True	True
CXCL12_M	4	1	True	True	True	True	True	True	True	True	True	27594840	2048	False	True	True
CXCR7_H	2	1	True	True	True	True	True	True	True	True	True	27594840	1	True	False	True
Gfi1_H	3	3	True	True	True	True	True	True	True	True	True	27594840	76	False	True	True
GCSF	1	1	True	True	True	True	True	True	True	True	True	27594840	1	True	True	True
FoxO3a_M	4	3	True	True	True	True	True	True	True	True	True	27594840	16576	False	True	True
Bcatenin_M	3	1	True	True	True	True	True	True	True	True	True	27594840	128	False	True	True
ERK_M	3	7	True	True	True	True	True	True	True	True	True	27594840	127	False	True	True
PI3KAkt_M	3	7	True	True	True	True	True	True	True	True	True	27594840	127	False	True	True
ROS_M	3	1	True	True	True	True	True	True	True	True	True	27594840	16	True	False	True
Cx43_M	1	1	True	True	True	True	True	True	True	True	True	27594840	1	True	True	True
NfkB_M	5	23	True	True	True	True	True	True	True	False	True	27594840	1432319871	False	False	False
IL1	6	39	True	True	False	True	True	True	True	False	True	27594840	8309409528899764208	False	False	False
TLR_M	1	1	True	True	True	True	True	True	True	True	True	27594840	1	True	True	True
NfkB_H	5	13	True	True	True	True	True	True	True	True	True	27594840	2004811776	False	False	False
TLR_H	1	1	True	True	True	True	True	True	True	True	True	27594840	1	True	True	True
FoxO3a_H	4	3	True	True	True	True	True	True	True	True	True	27594840	16576	False	True	True
PI3KAkt_H	7	61	True	True	True	True	True	True	True	True	True	27594840	170135991203223569244594417953325121536	False	False	False
ROS_H	3	1	True	True	True	True	True	True	True	True	True	27594840	16	True	False	True
GSK3B_H	1	1	True	True	True	True	True	True	True	True	True	27594840	2	True	True	True
GSK3B_M	1	1	True	True	True	True	True	True	True	True	True	27594840	2	True	True	True
lTLR	1	1	True	True	True	True	True	True	True	True	True	27594840	1	True	True	True
VCAM1_M	3	7	True	True	True	True	True	True	True	True	True	27594840	247	False	True	True
ERK_H	9	125	True	True	True	True	True	True	True	True	True	27594840	6232739508289220416551220177372487609228640093952705533961774959058840798400037453627987428492874492691231653530606859698588433217881109692778214993166336	False	False	False
VLA4_H	2	1	True	True	True	True	True	True	True	True	True	27594840	1	True	False	True
Bcatenin_H	1	1	True	True	True	True	True	True	True	True	True	27594840	2	True	True	True
saa	3	1	True	True	True	True	True	True	True	True	True	21968890	1	True	False	True
dum_cebp_saa	2	3	True	True	True	True	True	True	True	True	True	21968890	7	False	True	True
stat3_ta	4	1	True	True	True	True	True	True	True	True	True	21968890	64	False	False	False
ir	2	1	True	True	True	True	True	True	True	True	True	21968890	8	False	True	True
socs1	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
socs3	4	15	True	True	True	True	True	True	True	True	True	21968890	32767	False	True	True
tdum_socs3_shp2	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
dum_mtorc1_or_pkcd_stat3_ta	2	3	True	True	True	True	True	True	True	True	True	21968890	7	False	True	True
mtorc1	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
pkcd	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
crp	3	1	True	True	True	True	True	True	True	True	True	21968890	4	True	False	True
cfos	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
irs1_py	3	1	True	True	True	True	True	True	True	True	True	21968890	128	False	True	True
irs1_ps	2	3	True	True	True	True	True	True	True	True	True	21968890	7	False	True	True
shp2	5	1	True	True	True	True	True	True	True	True	True	21968890	128	False	False	False
shp2_a	4	1	True	True	True	True	True	True	True	True	True	21968890	32	False	False	False
casp9	1	1	True	True	True	True	True	True	True	True	True	21968890	2	True	True	True
akt	5	1	True	True	True	True	True	True	True	True	True	21968890	32	False	False	False
plcg	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
gab1_mem_p	2	1	True	True	True	True	True	True	True	True	True	21968890	1	True	False	True
var_app	2	3	True	True	True	True	True	True	True	True	True	21968890	7	False	True	True
cebpd	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
cebpb	2	3	True	True	True	True	True	True	True	True	True	21968890	7	False	True	True
ip3	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
mekk1	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
rac1	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
p38	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
erk12	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
mek1	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
cam_ca	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
ca	1	1	True	True	True	True	True	True	True	True	True	21968890	1	True	True	True
