nodename	pmid	model	k	BF as int	UF	EUF	EUCF	UCF	EF	ECF	NCF	Chain	Chain_1	bias	Chain-U
v_stat3	19662154	18	2	1	True	True	True	True	True	True	True	True	False	1	True
v_stat5	19662154	18	3	7	True	True	True	True	True	True	True	False	False	3	False
v_tsc1_tsc2	19662154	18	1	2	True	True	True	True	True	True	True	True	True	1	True
v_vav2	19662154	18	3	21	True	True	True	True	True	True	True	False	False	3	False
v_a2m_gfbg	21968890	19	2	4	True	True	True	True	True	True	True	True	True	1	True
v_akt	21968890	19	5	131072	True	True	True	True	True	True	True	False	False	1	False
v_anti_apoptotic	21968890	19	4	16384	True	True	True	True	True	True	True	False	True	1	True
v_bad	21968890	19	1	2	True	True	True	True	True	True	True	True	True	1	True
v_ca	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_cam_ca	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_camk24	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_casp9	21968890	19	1	2	True	True	True	True	True	True	True	True	True	1	True
v_cebpb	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_cebpd	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_cfos	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_cmyc	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_crp	21968890	19	3	4	True	True	True	True	True	True	True	True	False	1	True
v_dum_cebp_saa	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_dum_gab1_kin_or_jak1_gab1_mem_p	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_dum_gp80_a_il6rc	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_dum_il6rc_p_or_grb2_vav	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_dum_mtorc1_or_pkcd_stat3_ta	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_dum_pkcd_camk24_stat1_ta	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_erk12	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_fkhr	21968890	19	1	2	True	True	True	True	True	True	True	True	True	1	True
v_gab1_mem	21968890	19	3	31	True	True	True	True	True	True	True	False	False	5	False
v_gab1_mem_p	21968890	19	2	1	True	True	True	True	True	True	True	True	False	1	True
v_gp130s	21968890	19	2	8	True	True	True	True	True	True	True	False	True	1	True
v_gp80m_a	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_gp80s_a	21968890	19	2	2	True	True	True	True	True	True	True	True	True	1	True
v_grb2_sos	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_gsk3	21968890	19	1	2	True	True	True	True	True	True	True	True	True	1	True
v_il6rc	21968890	19	2	1	True	True	True	True	True	True	True	True	False	1	True
v_il6rc_p	21968890	19	4	4096	True	True	True	True	True	True	True	False	False	1	False
v_ip3	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ir	21968890	19	2	8	True	True	True	True	True	True	True	False	True	1	True
v_irs1_ps	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_irs1_py	21968890	19	3	128	True	True	True	True	True	True	True	False	True	1	True
v_jak1	21968890	19	4	32768	True	True	True	True	True	True	True	False	True	1	True
v_junb	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_mek1	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_mek4	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_mek6	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_mekk1	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_mk2	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_mtorc1	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_mtorc2	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_p38	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_p70s6k	21968890	19	3	127	True	True	True	True	True	True	True	False	True	7	True
v_pi3k	21968890	19	3	115	True	True	True	True	True	True	True	False	True	5	True
v_pip3	21968890	19	2	4	True	True	True	True	True	True	True	True	True	1	True
v_pkcd	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_plcg	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_pro_hgf	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_pro_proliferative	21968890	19	6	16140725142635413503	True	True	True	True	True	True	True	False	True	61	True
v_rac1	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_raf1	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ras	21968890	19	2	2	True	True	True	True	True	True	True	True	True	1	True
v_ras_gap	21968890	19	2	4	True	True	True	True	True	True	True	True	True	1	True
v_saa	21968890	19	3	1	True	True	True	True	True	True	True	True	False	1	True
v_shp2	21968890	19	5	16384	True	True	True	True	True	True	True	False	False	1	False
v_shp2_a	21968890	19	4	64	True	True	True	True	True	True	True	False	False	1	False
v_socs1	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_socs3	21968890	19	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_stat1_py	21968890	19	5	16384	True	True	True	True	True	True	True	False	False	1	False
v_stat1_ta	21968890	19	4	32	True	True	True	True	True	True	True	False	False	1	False
v_stat3_py	21968890	19	5	16384	True	True	True	True	True	True	True	False	False	1	False
v_stat3_ta	21968890	19	4	64	True	True	True	True	True	True	True	False	False	1	False
v_tdum_shp2_il6rc_p	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_tdum_shp2_stat1_py	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_tdum_shp2_stat3_py	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_tdum_socs1_vav	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_tdum_socs3_shp2	21968890	19	1	1	True	True	True	True	True	True	True	True	True	1	True
v_var_app	21968890	19	2	7	True	True	True	True	True	True	True	False	True	3	True
v_vav	21968890	19	2	2	True	True	True	True	True	True	True	True	True	1	True
v_A20	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_AKT	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_APC	19422837	20	4	16	True	True	True	True	True	True	True	True	False	1	True
v_Apaf1	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Apoptosis	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_BAD	19422837	20	2	4	True	True	True	True	True	True	True	True	True	1	True
v_BID	19422837	20	4	546	True	True	True	True	True	True	True	False	False	3	False
v_BclX	19422837	20	3	8	True	True	True	True	True	True	True	False	True	1	True
v_Cas12	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Cas3	19422837	20	4	32512	True	True	True	True	True	True	True	False	True	7	True
v_Cas6	19422837	20	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Cas7	19422837	20	3	112	True	True	True	True	True	True	True	False	True	3	True
v_Cas8	19422837	20	3	76	True	True	True	True	True	True	True	False	True	3	True
v_Cas9	19422837	20	4	2184	True	True	True	True	True	True	True	False	True	3	True
v_DNADamageEvent	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_FADD	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_GFR	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IAP	19422837	20	4	3584	True	True	True	True	True	True	True	False	False	3	False
v_IKK	19422837	20	3	112	True	True	True	True	True	True	True	False	True	3	True
v_IkB	19422837	20	2	2	True	True	True	True	True	True	True	True	True	1	True
v_JNK	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_JNKK	19422837	20	2	4	True	True	True	True	True	True	True	True	True	1	True
v_MEKK1	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Mdm2	19422837	20	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Mito	19422837	20	2	2	True	True	True	True	True	True	True	True	True	1	True
v_NFkB	19422837	20	1	2	True	True	True	True	True	True	True	True	True	1	True
v_NIK	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PI3K	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PIP2	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PIP3	19422837	20	3	2	True	True	True	True	True	True	True	True	False	1	True
v_PTEN	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_RIP	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TNFR1	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TNFR2	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TRADD	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TRAF	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TRAF2	19422837	20	2	7	True	True	True	True	True	True	True	False	True	3	True
v_cFLIP	19422837	20	1	1	True	True	True	True	True	True	True	True	True	1	True
v_p53	19422837	20	3	42	True	True	True	True	True	True	True	False	True	3	True
v_AID	26751566	22	4	17484	True	True	True	True	True	True	True	False	False	5	False
v_BCR	26751566	22	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Bach2	26751566	22	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Bcl6	26751566	22	7	158178131498404988884704354616177852416	True	True	True	True	True	True	True	False	False	13	False
v_Blimp1	26751566	22	6	5533798042131496960	True	True	True	True	True	True	True	False	True	7	True
v_CD40	26751566	22	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ERK	26751566	22	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IL_21R	26751566	22	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IL_2R	26751566	22	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IL_4R	26751566	22	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Irf4	26751566	22	4	19711	True	True	True	True	True	True	True	False	True	11	True
v_NF_kB	26751566	22	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Pax5	26751566	22	4	34824	True	True	True	True	True	True	True	False	True	3	True
v_STAT3	26751566	22	1	1	True	True	True	True	True	True	True	True	True	1	True
v_STAT5	26751566	22	1	1	True	True	True	True	True	True	True	True	True	1	True
v_STAT6	26751566	22	1	1	True	True	True	True	True	True	True	True	True	1	True
v_XBP1	26751566	22	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Cdc20	16873462	23	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Cdh1	16873462	23	4	35583	True	True	True	True	True	True	True	False	True	11	True
v_CycA	16873462	23	6	922121403912683520	True	True	True	True	True	True	False	False	False	9	False
v_CycB	16873462	23	2	8	True	True	True	True	True	True	True	False	True	1	True
v_CycE	16873462	23	2	2	True	True	True	True	True	True	True	True	True	1	True
v_E2F	16873462	23	4	32904	True	True	True	True	True	True	True	False	True	3	True
v_Rb	16873462	23	5	2717917696	True	True	True	True	True	True	True	False	True	5	True
v_UbcH10	16873462	23	5	4279631701	True	True	True	True	True	True	True	False	False	23	False
v_p27	16873462	23	5	2717917184	True	True	True	True	True	True	False	False	False	4	False
v_A20	22102804	25	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Apoptosis	22102804	25	2	7	True	True	True	True	True	True	True	False	True	3	True
v_BID	22102804	25	5	704643072	True	True	True	True	True	True	True	False	True	3	True
v_BclxL	22102804	25	6	2350879005487398912	True	True	True	True	True	True	True	False	True	3	True
v_CREB	22102804	25	3	16	True	True	True	True	True	True	True	True	False	1	True
v_CTLA4	22102804	25	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Caspase	22102804	25	6	71860777161588736	True	True	True	True	True	True	True	False	False	19	False
v_Ceramide	22102804	25	3	64	True	True	True	True	True	True	True	False	True	1	True
v_Cytoskeleton_signaling	22102804	25	2	4	True	True	True	True	True	True	True	True	True	1	True
v_DISC	22102804	25	6	216510551226843136	True	True	True	True	True	True	True	False	False	11	False
v_ERK	22102804	25	3	16	True	True	True	True	True	True	True	True	False	1	True
v_FLIP	22102804	25	5	80478208	True	True	True	True	True	True	True	False	False	5	False
v_FYN	22102804	25	3	76	True	True	True	True	True	True	True	False	True	3	True
v_Fas	22102804	25	4	4096	True	True	True	True	True	True	True	False	False	1	False
v_FasL	22102804	25	5	2130771712	True	True	True	True	True	True	True	False	True	15	True
v_FasT	22102804	25	2	2	True	True	True	True	True	True	True	True	True	1	True
v_GAP	22102804	25	6	38289977041223680	True	True	True	True	True	True	True	False	False	5	False
v_GPCR	22102804	25	2	4	True	True	True	True	True	True	True	True	True	1	True
v_GRB2	22102804	25	3	112	True	True	True	True	True	True	True	False	True	3	True
v_GZMB	22102804	25	4	22272	True	True	True	True	True	True	True	False	False	5	False
v_IAP	22102804	25	3	8	True	True	True	True	True	True	True	False	True	1	True
v_IFNG	22102804	25	7	9382480423372433524754606866900713472	True	True	True	True	True	True	True	False	False	7	False
v_IFNGT	22102804	25	4	28912	True	True	True	True	True	True	True	False	True	7	True
v_IL2	22102804	25	5	704686592	True	True	True	True	True	True	True	False	True	7	True
v_IL2RA	22102804	25	4	1024	True	True	True	True	True	True	True	False	False	1	False
v_IL2RAT	22102804	25	4	4176	True	True	True	True	True	True	True	False	False	3	False
v_IL2RB	22102804	25	4	4144	True	True	True	True	True	True	True	False	False	3	False
v_IL2RBT	22102804	25	3	16	True	True	True	True	True	True	True	True	False	1	True
v_JAK	22102804	25	7	56710266341735356417773229550654717952	True	True	True	True	True	True	True	False	True	15	True
v_LCK	22102804	25	5	1978990592	True	True	True	True	True	True	True	False	True	11	True
v_MCL1	22102804	25	6	1048576	True	True	True	True	True	True	True	False	False	1	False
v_MEK	22102804	25	2	2	True	True	True	True	True	True	True	True	True	1	True
v_NFAT	22102804	25	2	4	True	True	True	True	True	True	True	True	True	1	True
v_NFKB	22102804	25	6	1089871105528692736	True	True	True	True	True	True	True	False	False	25	False
v_P2	22102804	25	4	10752	True	True	True	True	True	True	True	False	True	3	True
v_P27	22102804	25	2	4	True	True	True	True	True	True	True	True	True	1	True
v_PDGFR	22102804	25	3	42	True	True	True	True	True	True	True	False	True	3	True
v_PI3K	22102804	25	3	112	True	True	True	True	True	True	True	False	True	3	True
v_PLCG1	22102804	25	3	112	True	True	True	True	True	True	True	False	True	3	True
v_Proliferation	22102804	25	3	64	True	True	True	True	True	True	True	False	True	1	True
v_RANTES	22102804	25	2	2	True	True	True	True	True	True	True	True	True	1	True
v_RAS	22102804	25	4	28672	True	True	True	True	True	True	True	False	True	3	True
v_S1P	22102804	25	3	32	True	True	True	True	True	True	True	False	True	1	True
v_SMAD	22102804	25	2	2	True	True	True	True	True	True	True	True	True	1	True
v_SOCS	22102804	25	4	8192	True	True	True	True	True	True	True	False	True	1	True
v_SPHK1	22102804	25	2	4	True	True	True	True	True	True	True	True	True	1	True
v_STAT3	22102804	25	2	4	True	True	True	True	True	True	True	True	True	1	True
v_TBET	22102804	25	3	112	True	True	True	True	True	True	True	False	True	3	True
v_TCR	22102804	25	3	64	True	True	True	True	True	True	True	False	True	1	True
v_TNF	22102804	25	2	2	True	True	True	True	True	True	True	True	True	1	True
v_TPL2	22102804	25	4	2602	True	True	True	True	True	True	True	False	False	5	False
v_TRADD	22102804	25	4	2048	True	True	True	True	True	True	True	False	True	1	True
v_ZAP70	22102804	25	3	64	True	True	True	True	True	True	True	False	True	1	True
v_sFas	22102804	25	3	16	True	True	True	True	True	True	True	True	False	1	True
v_B	19185585	26	4	28912	True	True	True	True	True	True	True	False	True	7	True
v_CD	19185585	26	4	16	True	True	True	True	True	True	True	True	False	1	True
v_CKI	19185585	26	6	4611779845209249109	True	True	True	True	True	True	False	False	False	20	False
v_Cdc14	19185585	26	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Cdc20	19185585	26	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Cdh1	19185585	26	4	36623	True	True	True	True	True	True	True	False	True	9	True
v_Clb2	19185585	26	6	1229482702566064128	True	True	True	True	True	True	False	False	False	15	False
v_Clb5	19185585	26	3	68	True	False	False	True	False	False	False	False	False	2	False
v_Cln2	19185585	26	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Cln3	19185585	26	1	2	True	True	True	True	True	True	True	True	True	1	True
v_FEAR	19185585	26	1	1	True	True	True	True	True	True	True	True	True	1	True
v_M	19185585	26	4	7936	True	True	True	True	True	True	True	False	False	5	False
v_MEN	19185585	26	2	1	True	True	True	True	True	True	True	True	False	1	True
v_S	19185585	26	4	32512	True	True	True	True	True	True	True	False	True	7	True
v_SFF	19185585	26	6	1229782942254960913	True	True	True	True	True	True	False	False	False	25	False
v_SMBF	19185585	26	4	19660	True	True	True	True	True	True	True	False	True	7	True
v_Swi5	19185585	26	3	35	True	True	True	True	True	True	True	True	False	3	True
v_Yhp1	19185585	26	1	1	True	True	True	True	True	True	True	True	True	1	True
v_APC	23868318	27	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Arm	23868318	27	7	4003321963775746628980877734491390722	True	True	True	True	True	True	True	True	False	31	True
v_Arr	23868318	27	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Axin	23868318	27	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Dally	23868318	27	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Dlp	23868318	27	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Dsh	23868318	27	3	42	True	True	True	True	True	True	True	False	True	3	True
v_Fz	23868318	27	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Nemo	23868318	27	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Pan	23868318	27	2	4	True	True	True	True	True	True	True	True	True	1	True
v_Sgg	23868318	27	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Targets	23868318	27	6	256	True	True	True	True	True	True	True	True	False	1	True
v_Aop	23868318	28	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Drk	23868318	28	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Dsor1	23868318	28	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Pnt	23868318	28	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Pvr	23868318	28	3	127	True	True	True	True	True	True	True	False	True	7	True
v_Raf	23868318	28	4	1	True	True	True	True	True	True	True	True	False	1	True
v_Ras	23868318	28	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Rl	23868318	28	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Sos	23868318	28	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Targets	23868318	28	2	4	True	True	True	True	True	True	True	True	True	1	True
v_Cactus	23868318	29	2	14	True	True	True	True	True	True	True	True	False	3	True
v_Dif	23868318	29	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Dorsal	23868318	29	1	2	True	True	True	True	True	True	True	True	True	1	True
v_MyD88	23868318	29	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Pelle	23868318	29	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Spz	23868318	29	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Targets	23868318	29	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Toll	23868318	29	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Tube	23868318	29	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DAP	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Easter	23868318	30	2	1	True	True	True	True	True	True	True	True	False	1	True
v_GNBP1	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_GNBP3	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Gd	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Grass	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ModSP	23868318	30	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_Ndl	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PGRP_SA	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PGRP_SD	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Psh	23868318	30	2	2	True	True	True	True	True	True	True	True	True	1	True
v_SPE	23868318	30	5	2147483647	True	True	True	True	True	True	True	False	True	31	True
v_Snk	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Spd	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Sphinx	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Spirit	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Spz	23868318	30	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Viru_Fact	23868318	30	2	7	True	True	True	True	True	True	True	False	True	3	True
v_ACE2	18463633	31	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CLN3	18463633	31	4	32	True	True	True	True	True	True	True	False	False	1	False
v_HCM1	18463633	31	2	1	True	True	True	True	True	True	True	True	False	1	True
v_MBF	18463633	31	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SBF	18463633	31	4	10752	True	True	True	True	True	True	True	False	True	3	True
v_SFF	18463633	31	2	1	True	True	True	True	True	True	True	True	False	1	True
v_SWI5	18463633	31	1	1	True	True	True	True	True	True	True	True	True	1	True
v_YHP1	18463633	31	2	7	True	True	True	True	True	True	True	False	True	3	True
v_YOX1	18463633	31	2	1	True	True	True	True	True	True	True	True	False	1	True
v_AKT	24970389	33	5	715827882	True	True	True	True	True	True	True	False	True	15	True
v_CyclinB1	24970389	33	4	10922	True	True	True	True	True	True	True	False	True	7	True
v_CyclinD1	24970389	33	5	1288490188	True	True	True	True	True	True	True	False	True	15	True
v_ERBB1	24970389	33	4	2184	True	True	True	True	True	True	True	False	True	3	True
v_ERBB2	24970389	33	5	134252544	True	True	True	True	True	True	True	False	True	3	True
v_ERBB3	24970389	33	6	614741351426686976	True	True	True	True	True	True	True	False	True	7	True
v_ERK1_2	24970389	33	2	7	True	True	True	True	True	True	True	False	True	3	True
v_FoxO1_3a	24970389	33	2	4	True	True	True	True	True	True	True	True	True	1	True
v_GSK3a_b	24970389	33	3	127	True	True	True	True	True	True	True	False	True	7	True
v_PRAS	24970389	33	2	4	True	True	True	True	True	True	True	True	True	1	True
v_PTEN	24970389	33	2	4	True	True	True	True	True	True	True	True	True	1	True
v_RB	24970389	33	3	76	True	True	True	True	True	True	True	False	True	3	True
v_RPS6	24970389	33	2	7	True	True	True	True	True	True	True	False	True	3	True
v_TSC2	24970389	33	4	8192	True	True	True	True	True	True	True	False	True	1	True
v_cJUN	24970389	33	2	4	True	True	True	True	True	True	True	True	True	1	True
v_cRAF	24970389	33	4	19660	True	True	True	True	True	True	True	False	True	7	True
v_p38	24970389	33	2	7	True	True	True	True	True	True	True	False	True	3	True
v_p53	24970389	33	6	9223372036854775807	True	True	True	True	True	True	True	False	True	63	True
v_p70S6K	24970389	33	5	536911872	True	True	True	True	True	True	True	False	True	3	True
v_AKT	24970389	34	6	3074457345618258602	True	True	True	True	True	True	True	False	True	31	True
v_CyclinB1	24970389	34	2	2	True	True	True	True	True	True	True	True	True	1	True
v_CyclinD1	24970389	34	5	2147483647	True	True	True	True	True	True	True	False	True	31	True
v_ERBB1	24970389	34	6	614891469123651720	True	True	True	True	True	True	True	False	True	15	True
v_ERBB2	24970389	34	5	134252544	True	True	True	True	True	True	True	False	True	3	True
v_ERBB3	24970389	34	5	143165576	True	True	True	True	True	True	True	False	True	7	True
v_ERK1_2	24970389	34	3	127	True	True	True	True	True	True	True	False	True	7	True
v_FOXO1_3a	24970389	34	2	4	True	True	True	True	True	True	True	True	True	1	True
v_GSKa_b	24970389	34	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PRAS	24970389	34	3	112	True	True	True	True	True	True	True	False	True	3	True
v_PTEN	24970389	34	3	112	True	True	True	True	True	True	True	False	True	3	True
v_RB	24970389	34	3	112	True	True	True	True	True	True	True	False	True	3	True
v_RPS6	24970389	34	2	7	True	True	True	True	True	True	True	False	True	3	True
v_TSC2	24970389	34	5	1879048192	True	True	True	True	True	True	True	False	True	3	True
v_cJUN	24970389	34	2	4	True	True	True	True	True	True	True	True	True	1	True
v_cRAF	24970389	34	4	19660	True	True	True	True	True	True	True	False	True	7	True
v_p38	24970389	34	2	7	True	True	True	True	True	True	True	False	True	3	True
v_p53	24970389	34	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_p70S6K	24970389	34	4	19456	True	True	True	True	True	True	True	False	True	3	True
v_AKT	24970389	35	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_ERBB1	24970389	35	5	547397792	True	True	True	True	True	True	True	False	True	7	True
v_ERBB2	24970389	35	6	576610288166537216	True	True	True	True	True	True	True	False	True	7	True
v_ERBB3	24970389	35	4	8352	True	True	True	True	True	True	True	False	True	3	True
v_ERK1_2	24970389	35	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_MEK1_2	24970389	35	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_PDK1	24970389	35	5	2147483647	True	True	True	True	True	True	True	False	True	31	True
v_PKCa	24970389	35	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PLCg	24970389	35	5	2147483647	True	True	True	True	True	True	True	False	True	31	True
v_mTOR	24970389	35	3	127	True	True	True	True	True	True	True	False	True	7	True
v_p70S6K	24970389	35	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_AKT	24970389	36	5	2147483647	True	True	True	True	True	True	True	False	True	31	True
v_ERBB1	24970389	36	5	547397792	True	True	True	True	True	True	True	False	True	7	True
v_ERBB2	24970389	36	6	36170086419038336	True	True	True	True	True	True	True	False	True	7	True
v_ERBB3	24970389	36	5	547397792	True	True	True	True	True	True	True	False	True	7	True
v_ERK1_2	24970389	36	2	7	True	True	True	True	True	True	True	False	True	3	True
v_MEK1_2	24970389	36	5	2147483647	True	True	True	True	True	True	True	False	True	31	True
v_PDK1	24970389	36	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_PKCa	24970389	36	3	127	True	True	True	True	True	True	True	False	True	7	True
v_PLCg	24970389	36	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_mTOR	24970389	36	2	7	True	True	True	True	True	True	True	False	True	3	True
v_p70S6K	24970389	36	5	2147483647	True	True	True	True	True	True	True	False	True	31	True
v_AKT	24970389	37	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_ERBB1	24970389	37	5	547397792	True	True	True	True	True	True	True	False	True	7	True
v_ERBB2	24970389	37	4	128	True	True	True	True	True	True	True	False	True	1	True
v_ERBB3	24970389	37	4	10752	True	True	True	True	True	True	True	False	True	3	True
v_ERK1_2	24970389	37	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_MEK1_2	24970389	37	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_PDK1	24970389	37	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_PKCa	24970389	37	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PLCg	24970389	37	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_mTOR	24970389	37	2	7	True	True	True	True	True	True	True	False	True	3	True
v_p70S6K	24970389	37	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_AKT	24970389	38	7	102084710012899009042358307410226970624	True	True	True	True	True	True	True	False	True	31	True
v_BAX	24970389	38	2	7	True	True	True	True	True	True	True	False	True	3	True
v_CyclinB1	24970389	38	3	76	True	True	True	True	True	True	True	False	True	3	True
v_CyclinD1	24970389	38	6	8138269444283625712	True	True	True	True	True	True	True	False	True	31	True
v_ERBB1	24970389	38	4	10752	True	True	True	True	True	True	True	False	True	3	True
